X_Block	Y_Block	X	Y	Feature_ID	Reporter_ID	Nucleic_acid_type	Reporter_chr_coords	Composite	Composite_chr_coords
1	1	26	13	2063	A_25_P00011119	miRNA	[36.3:1:175265171-175265190:-]	hsa-miR-488|MI0003123	[36.3:1:175265122-175265204:-]
1	1	26	14	2064	A_25_P00010772	miRNA	[36.3:12:79750503-79750518:-]	hsa-miR-617|MI0003631	[36.3:12:79750443-79750539:-]
1	1	26	15	2065	A_25_P00012368	miRNA	[36.3:14:100561848-100561858:+]	hsa-miR-323|MI0000807	[36.3:14:100561822-100561907:+]
1	1	26	16	2066	dmr_31a_18	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	26	17	2067	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	26	18	2068	A_25_P00013456	miRNA	[36.3:22:18400717-18400732:+]	hsa-miR-185|MI0000482	[36.3:22:18400662-18400743:+]
1	1	26	19	2069	A_25_P00013359	miRNA	[36.3:1:1092374-1092388:+]	hsa-miR-200b|MI0000342	[36.3:1:1092347-1092441:+]
1	1	26	20	2070	A_25_P00010269	miRNA	[36.3:14:100601600-100601612:+]	hsa-miR-412|MI0002464	[36.3:14:100601537-100601627:+]
1	1	26	21	2071	A_25_P00010080	miRNA	"[36.3:19:58877281-58877300:+,36.3:19:58902575-58902594:+]"	"hsa-miR-520f|MI0003146,hsa-miR-520c|MI0003158"	"[36.3:19:58877225-58877311:+,36.3:19:58902519-58902605:+]"
1	1	26	22	2072	A_25_P00012914	miRNA	[36.3:X:133501890-133501910:-]	hsa-miR-450b|MI0005531	[36.3:X:133501881-133501958:-]
1	1	26	23	2073	A_25_P00012371	miRNA	[36.3:14:100561845-100561858:+]	hsa-miR-323|MI0000807	[36.3:14:100561822-100561907:+]
1	1	26	25	2075	A_25_P00010237	miRNA	[36.3:15:77289238-77289258:+]	hsa-miR-184|MI0000481	[36.3:15:77289185-77289268:+]
1	1	26	26	2076	A_25_P00010051	miRNA	"[36.3:19:58907390-58907409:+,36.3:19:58916187-58916206:+]"	"hsa-miR-517a|MI0003161,hsa-miR-517b|MI0003165"	"[36.3:19:58907334-58907420:+,36.3:19:58916142-58916208:+]"
1	1	26	28	2078	A_25_P00010807	miRNA	[36.3:13:89681503-89681517:+]	hsa-miR-622|MI0003636	[36.3:13:89681437-89681532:+]
1	1	26	30	2080	A_25_P00013433	miRNA	[36.3:21:16884489-16884502:+]	hsa-miR-125b-2|MI0000470	[36.3:21:16884428-16884516:+]
1	1	26	31	2081	A_25_P00011084	miRNA	[36.3:14:100417123-100417136:+]	hsa-miR-431|MI0001721	[36.3:14:100417097-100417210:+]
1	1	26	32	2082	A_25_P00012525	miRNA	[36.3:19:58875057-58875078:+]	hsa-miR-519e|MI0003145	[36.3:19:58875006-58875089:+]
1	1	26	33	2083	NC2_00106057	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	26	34	2084	A_25_P00014099	miRNA	"[36.3:19:58874084-58874105:+,36.3:19:58880090-58880111:+]"	"hsa-miR-515-1|MI0003144,hsa-miR-515-2|MI0003147"	"[36.3:19:58874069-58874151:+,36.3:19:58880075-58880157:+]"
1	1	26	35	2085	A_25_P00013335	miRNA	[36.3:1:170374620-170374636:-]	hsa-miR-214|MI0000290	[36.3:1:170374561-170374670:-]
1	1	26	36	2086	A_25_P00013291	miRNA	[36.3:8:135886304-135886322:-]	hsa-miR-30d|MI0000255	[36.3:8:135886301-135886370:-]
1	1	26	38	2088	A_25_P00013230	miRNA	[36.3:X:133131279-133131297:-]	hsa-miR-92a-2|MI0000094	[36.3:X:133131234-133131308:-]
1	1	26	39	2089	A_25_P00012145	miRNA	[36.3:12:61283740-61283759:+]	hsa-let-7i|MI0000434	[36.3:12:61283733-61283816:+]
1	1	26	40	2090	A_25_P00014924	miRNA	[36.3:16:2080197-2080206:-]	hsa-miR-1225|MI0006311	[36.3:16:2080197-2080286:-]
1	1	26	41	2091	A_25_P00013153	miRNA	[36.3:13:90801061-90801074:+]	hsa-miR-18a|MI0000072	[36.3:13:90801006-90801076:+]
1	1	26	42	2092	A_25_P00010443	miRNA	[36.3:X:113964346-113964364:+]	hsa-miR-448|MI0001637	[36.3:X:113964273-113964383:+]
1	1	26	43	2093	A_25_P00014053	miRNA	[36.3:X:150878806-150878822:-]	hsa-miR-452|MI0001733	[36.3:X:150878756-150878840:-]
1	1	26	44	2094	A_25_P00013115	miRNA	"[36.3:9:95978116-95978136:+,36.3:22:44887344-44887364:+]"	"hsa-let-7a-1|MI0000060,hsa-let-7a-3|MI0000062"	"[36.3:9:95978060-95978139:+,36.3:22:44887293-44887366:+]"
1	1	26	45	2095	A_25_P00010808	miRNA	[36.3:4:83893529-83893545:-]	hsa-miR-575|MI0003582	[36.3:4:83893514-83893607:-]
1	1	26	47	2097	A_25_P00012239	miRNA	[36.3:22:18400681-18400697:+]	hsa-miR-185|MI0000482	[36.3:22:18400662-18400743:+]
1	1	26	49	2099	A_25_P00012368	miRNA	[36.3:14:100561848-100561858:+]	hsa-miR-323|MI0000807	[36.3:14:100561822-100561907:+]
1	1	26	50	2100	A_25_P00013015	miRNA	[36.3:14:100568126-100568144:+]	hsa-miR-543|MI0005565	[36.3:14:100568077-100568154:+]
1	1	26	51	2101	A_25_P00010264	miRNA	[36.3:10:102724756-102724771:+]	hsa-miR-608|MI0003621	[36.3:10:102724732-102724831:+]
1	1	26	52	2102	A_25_P00011391	miRNA	[36.3:2:232745672-232745686:+]	hsa-miR-562|MI0003568	[36.3:2:232745607-232745701:+]
1	1	26	53	2103	hur_1_22	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	26	54	2104	A_25_P00012159	miRNA	"[36.3:8:9798321-9798334:-,36.3:8:65454327-65454340:+,36.3:20:61280355-61280368:+]"	"hsa-miR-124-1|MI0000443,hsa-miR-124-2|MI0000444,hsa-miR-124-3|MI0000445"	"[36.3:8:9798308-9798392:-,36.3:8:65454260-65454368:+,36.3:20:61280297-61280383:+]"
1	1	26	56	2106	A_25_P00012724	miRNA	[36.3:4:38546078-38546094:+]	hsa-miR-574|MI0003581	[36.3:4:38546048-38546143:+]
1	1	26	57	2107	A_25_P00010933	miRNA	[36.3:3:115518072-115518090:-]	hsa-miR-568|MI0003574	[36.3:3:115518012-115518106:-]
1	1	26	58	2108	A_25_P00013382	miRNA	[36.3:8:135881957-135881975:-]	hsa-miR-30b|MI0000441	[36.3:8:135881945-135882032:-]
1	1	26	59	2109	A_25_P00013170	miRNA	[36.3:13:90801365-90801384:+]	hsa-miR-20a|MI0000076	[36.3:13:90801320-90801390:+]
1	1	26	61	2111	A_25_P00011024	miRNA	[36.3:11:28034958-28034973:+]	hsa-miR-610|MI0003623	[36.3:11:28034938-28035033:+]
1	1	26	62	2112	A_25_P00010688	miRNA	[36.3:19:58869303-58869318:+]	hsa-miR-498|MI0003142	[36.3:19:58869263-58869386:+]
1	1	26	63	2113	A_25_P00013167	miRNA	[36.3:X:133131423-133131444:-]	hsa-miR-19b-2|MI0000075	[36.3:X:133131367-133131462:-]
1	1	26	64	2114	A_25_P00011031	miRNA	[36.3:15:40279120-40279140:-]	hsa-miR-627|MI0003641	[36.3:15:40279060-40279156:-]
1	1	26	65	2115	A_25_P00010589	miRNA	[36.3:17:1899973-1899987:-]	hsa-miR-132|MI0000449	[36.3:17:1899952-1900052:-]
1	1	26	66	2116	A_25_P00012918	miRNA	[36.3:5:137011170-137011181:-]	hsa-miR-874|MI0005532	[36.3:5:137011160-137011237:-]
1	1	26	68	2118	A_25_P00013706	miRNA	[hcmv:hcmv|NC_001347.5:216181-216196:-]	hcmv-miR-US25-1|MI0001684	[hcmv:hcmv|NC_001347.5:216180-216249:-]
1	1	26	69	2119	A_25_P00012963	miRNA	[36.3:9:28853673-28853694:-]	hsa-miR-876|MI0005542	[36.3:9:28853624-28853704:-]
1	1	26	70	2120	A_25_P00013814	miRNA	[ebv:ebv|NC_007605.1:148534-148547:+]	ebv-miR-BART13|MI0003735	[ebv:ebv|NC_007605.1:148512-148597:+]
1	1	26	71	2121	A_25_P00012789	miRNA	[36.3:12:52714068-52714082:+]	hsa-miR-615|MI0003628	[36.3:12:52714001-52714096:+]
1	1	26	72	2122	A_25_P00011084	miRNA	[36.3:14:100417123-100417136:+]	hsa-miR-431|MI0001721	[36.3:14:100417097-100417210:+]
1	1	26	73	2123	A_25_P00012022	miRNA	[36.3:9:110848373-110848391:-]	hsa-miR-32|MI0000090	[36.3:9:110848330-110848399:-]
1	1	26	74	2124	A_25_P00011100	miRNA	[36.3:22:36573646-36573659:-]	hsa-miR-659|MI0003683	[36.3:22:36573631-36573727:-]
1	1	26	75	2125	A_25_P00014999	miRNA	[36.3:6:30660162-30660173:+]	hsa-miR-877|MI0005561	[36.3:6:30660088-30660173:+]
1	1	26	76	2126	A_25_P00014821	miRNA	[36.3:19:13808261-13808277:-]	hsa-miR-27a|MI0000085	[36.3:19:13808254-13808331:-]
1	1	26	78	2128	A_25_P00010671	miRNA	[36.3:11:74723800-74723814:-]	hsa-miR-326|MI0000808	[36.3:11:74723784-74723878:-]
1	1	26	79	2129	A_25_P00011720	miRNA	[kshv:kshv|NC_003409.1:120796-120811:-]	kshv-miR-K12-6|MI0002480	[kshv:kshv|NC_003409.1:120761-120822:-]
1	1	26	81	2131	A_25_P00011683	miRNA	[ebv:ebv|NC_007605.1:139093-139107:+]	ebv-miR-BART3|MI0003725	[ebv:ebv|NC_007605.1:139076-139154:+]
1	1	27	1	2133	A_25_P00011350	miRNA	[36.3:8:1752827-1752839:+]	hsa-miR-596|MI0003608	[36.3:8:1752804-1752880:+]
1	1	27	2	2134	A_25_P00011661	miRNA	[ebv:ebv|NC_007605.1:139129-139145:+]	ebv-miR-BART3|MI0003725	[ebv:ebv|NC_007605.1:139076-139154:+]
1	1	27	3	2135	A_25_P00013536	miRNA	[36.3:14:100558206-100558220:+]	hsa-miR-379|MI0000787	[36.3:14:100558156-100558222:+]
1	1	27	4	2136	A_25_P00013461	miRNA	[36.3:1:71305913-71305934:-]	hsa-miR-186|MI0000483	[36.3:1:71305902-71305987:-]
1	1	27	6	2138	A_25_P00014869	miRNA	"[36.3:19:58881554-58881571:+,36.3:19:58890295-58890312:+,36.3:19:58893470-58893487:+,36.3:19:58897820-58897837:+,36.3:19:58924923-58924940:+,36.3:19:58946296-58946313:+,36.3:19:58947481-58947498:+]"	"hsa-miR-519c|MI0003148,hsa-miR-519b|MI0003151,hsa-miR-523|MI0003153,hsa-miR-518b|MI0003156,hsa-miR-518e|MI0003169,hsa-miR-522|MI0003177,hsa-miR-519a-1|MI0003178"	"[36.3:19:58881535-58881621:+,36.3:19:58890279-58890359:+,36.3:19:58893451-58893537:+,36.3:19:58897803-58897885:+,36.3:19:58924904-58924991:+,36.3:19:58946277-58946363:+,36.3:19:58947463-58947547:+]"
1	1	27	7	2139	A_25_P00010926	miRNA	[36.3:1:218357881-218357900:-]	hsa-miR-215|MI0000291	[36.3:1:218357818-218357927:-]
1	1	27	8	2140	A_25_P00013301	miRNA	[36.3:17:44012225-44012240:-]	hsa-miR-10a|MI0000266	[36.3:17:44012199-44012308:-]
1	1	27	9	2141	A_25_P00010800	miRNA	[36.3:20:26136879-26136890:-]	hsa-miR-663|MI0003672	[36.3:20:26136822-26136914:-]
1	1	27	10	2142	A_25_P00011723	miRNA	[kshv:kshv|NC_003409.1:120796-120809:-]	kshv-miR-K12-6|MI0002480	[kshv:kshv|NC_003409.1:120761-120822:-]
1	1	27	11	2143	A_25_P00013745	miRNA	[ebv:ebv|NC_007605.1:147005-147019:+]	ebv-miR-BART9|MI0003731	[ebv:ebv|NC_007605.1:146946-147032:+]
1	1	27	12	2144	A_25_P00014838	miRNA	[36.3:8:135881995-135882012:-]	hsa-miR-30b|MI0000441	[36.3:8:135881945-135882032:-]
1	1	27	13	2145	A_25_P00013054	miRNA	[36.3:18:35456115-35456133:-]	hsa-miR-924|MI0005716	[36.3:18:35456085-35456137:-]
1	1	27	14	2146	A_25_P00010264	miRNA	[36.3:10:102724756-102724771:+]	hsa-miR-608|MI0003621	[36.3:10:102724732-102724831:+]
1	1	27	15	2147	A_25_P00010616	miRNA	[36.3:1:98284235-98284254:-]	hsa-miR-137|MI0000454	[36.3:1:98284214-98284315:-]
1	1	27	16	2148	A_25_P00011942	miRNA	"[36.3:19:58877280-58877300:+,36.3:19:58902574-58902594:+]"	"hsa-miR-520f|MI0003146,hsa-miR-520c|MI0003158"	"[36.3:19:58877225-58877311:+,36.3:19:58902519-58902605:+]"
1	1	27	17	2149	A_25_P00012271	miRNA	[36.3:21:25868172-25868188:+]	hsa-miR-155|MI0000681	[36.3:21:25868163-25868227:+]
1	1	27	19	2151	A_25_P00010829	miRNA	[36.3:7:92951195-92951212:-]	hsa-miR-489|MI0003124	[36.3:7:92951184-92951267:-]
1	1	27	20	2152	A_25_P00013158	miRNA	[36.3:13:90801161-90801180:+]	hsa-miR-19a|MI0000073	[36.3:13:90801146-90801227:+]
1	1	27	21	2153	A_25_P00010917	miRNA	[36.3:22:21495290-21495305:+]	hsa-miR-650|MI0003665	[36.3:22:21495270-21495365:+]
1	1	27	22	2154	A_25_P00013475	miRNA	[36.3:11:64415416-64415430:-]	hsa-miR-194-2|MI0000732	[36.3:11:64415403-64415487:-]
1	1	27	23	2155	A_25_P00012543	miRNA	[36.3:19:58890330-58890350:+]	hsa-miR-519b|MI0003151	[36.3:19:58890279-58890359:+]
1	1	27	24	2156	A_25_P00013404	miRNA	[36.3:3:52303288-52303297:-]	hsa-miR-135a-1|MI0000452	[36.3:3:52303275-52303364:-]
1	1	27	25	2157	A_25_P00014589	miRNA	[36.3:21:16884488-16884502:+]	hsa-miR-125b-2|MI0000470	[36.3:21:16884428-16884516:+]
1	1	27	26	2158	A_25_P00014844	miRNA	[36.3:17:53763643-53763661:-]	hsa-miR-142|MI0000458	[36.3:17:53763592-53763678:-]
1	1	27	27	2159	A_25_P00010235	miRNA	"[36.3:19:58920565-58920580:+,36.3:19:58931973-58931988:+,36.3:19:58951869-58951884:+,36.3:19:58956261-58956276:+]"	"hsa-miR-516b-2|MI0003167,hsa-miR-516b-1|MI0003172,hsa-miR-516a-1|MI0003180,hsa-miR-516a-2|MI0003181"	"[36.3:19:58920508-58920592:+,36.3:19:58931911-58932000:+,36.3:19:58951807-58951896:+,36.3:19:58956199-58956288:+]"
1	1	27	30	2162	A_25_P00014976	miRNA	[36.3:6:72169978-72169994:-]	hsa-miR-30a|MI0000088	[36.3:6:72169975-72170045:-]
1	1	27	31	2163	A_25_P00012085	miRNA	[36.3:1:9134381-9134399:-]	hsa-miR-34a|MI0000268	[36.3:1:9134314-9134423:-]
1	1	27	32	2164	hur_5_23	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	27	33	2165	A_25_P00012939	miRNA	[36.3:X:144884040-144884058:-]	hsa-miR-888|MI0005537	[36.3:X:144883994-144884070:-]
1	1	27	34	2166	A_25_P00010996	miRNA	[36.3:11:558112-558126:-]	hsa-miR-210|MI0000286	[36.3:11:558089-558198:-]
1	1	27	35	2167	A_25_P00014868	miRNA	"[36.3:19:58881555-58881571:+,36.3:19:58890296-58890312:+,36.3:19:58893471-58893487:+,36.3:19:58897821-58897837:+,36.3:19:58924924-58924940:+,36.3:19:58946297-58946313:+,36.3:19:58947482-58947498:+]"	"hsa-miR-519c|MI0003148,hsa-miR-519b|MI0003151,hsa-miR-523|MI0003153,hsa-miR-518b|MI0003156,hsa-miR-518e|MI0003169,hsa-miR-522|MI0003177,hsa-miR-519a-1|MI0003178"	"[36.3:19:58881535-58881621:+,36.3:19:58890279-58890359:+,36.3:19:58893451-58893537:+,36.3:19:58897803-58897885:+,36.3:19:58924904-58924991:+,36.3:19:58946277-58946363:+,36.3:19:58947463-58947547:+]"
1	1	27	36	2168	A_25_P00011325	miRNA	[36.3:2:32610787-32610802:+]	hsa-miR-558|MI0003564	[36.3:2:32610724-32610817:+]
1	1	27	37	2169	A_25_P00010270	miRNA	[36.3:X:49654518-49654534:+]	hsa-miR-532|MI0003205	[36.3:X:49654494-49654584:+]
1	1	27	39	2171	dmr_308_21	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	27	40	2172	NC2_00079215	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	27	41	2173	A_25_P00013262	miRNA	"[36.3:X:151311356-151311374:-,36.3:X:151313549-151313567:-]"	"hsa-miR-105-1|MI0000111,hsa-miR-105-2|MI0000112"	"[36.3:X:151311347-151311427:-,36.3:X:151313540-151313620:-]"
1	1	27	42	2174	A_25_P00012754	miRNA	[36.3:6:119431962-119431980:-]	hsa-miR-548b|MI0003596	[36.3:6:119431911-119432007:-]
1	1	27	44	2176	A_25_P00010883	miRNA	[36.3:1:197094821-197094838:-]	hsa-miR-181a-1|MI0000289	[36.3:1:197094796-197094905:-]
1	1	27	45	2177	A_25_P00010070	miRNA	[36.3:22:44888238-44888256:+]	hsa-let-7b|MI0000063	[36.3:22:44888230-44888312:+]
1	1	27	46	2178	A_25_P00012133	miRNA	[36.3:X:150877759-150877777:-]	hsa-miR-224|MI0000301	[36.3:X:150877706-150877786:-]
1	1	27	47	2179	A_25_P00013766	miRNA	[ebv:ebv|NC_007605.1:139804-139818:+]	ebv-miR-BART16|MI0004989	[ebv:ebv|NC_007605.1:139776-139874:+]
1	1	27	48	2180	A_25_P00010156	miRNA	[36.3:19:58983819-58983836:+]	hsa-miR-373|MI0000781	[36.3:19:58983771-58983839:+]
1	1	27	49	2181	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	27	50	2182	A_25_P00013162	miRNA	[36.3:13:90801469-90801484:+]	hsa-miR-19b-1|MI0000074	[36.3:13:90801447-90801533:+]
1	1	27	51	2183	A_25_P00013451	miRNA	[36.3:19:54695866-54695876:-]	hsa-miR-150|MI0000479	[36.3:19:54695854-54695937:-]
1	1	27	52	2184	A_25_P00012235	miRNA	[36.3:2:241044110-241044127:+]	hsa-miR-149|MI0000478	[36.3:2:241044091-241044179:+]
1	1	27	53	2185	A_25_P00010605	miRNA	[36.3:14:100559434-100559450:+]	hsa-miR-411|MI0003675	[36.3:14:100559415-100559510:+]
1	1	27	54	2186	A_25_P00012834	miRNA	[36.3:X:109185279-109185293:+]	hsa-miR-652|MI0003667	[36.3:X:109185213-109185310:+]
1	1	27	55	2187	A_25_P00012107	miRNA	[36.3:1:170374579-170374591:-]	hsa-miR-214|MI0000290	[36.3:1:170374561-170374670:-]
1	1	27	56	2188	A_25_P00010804	miRNA	[36.3:19:58929998-58930015:+]	hsa-miR-518d|MI0003171	[36.3:19:58929943-58930029:+]
1	1	27	57	2189	A_25_P00012595	miRNA	[36.3:19:58924961-58924977:+]	hsa-miR-518e|MI0003169	[36.3:19:58924904-58924991:+]
1	1	27	59	2191	A_25_P00013121	miRNA	[36.3:21:16834059-16834072:+]	hsa-let-7c|MI0000064	[36.3:21:16834019-16834102:+]
1	1	27	60	2192	A_25_P00012677	miRNA	"[36.3:X:146149760-146149774:-,36.3:X:146147985-146147999:-,36.3:X:146148872-146148886:-]"	"hsa-miR-509-1|MI0003196,hsa-miR-509-2|MI0005530,hsa-miR-509-3|MI0005717"	"[36.3:X:146149742-146149835:-,36.3:X:146147970-146148060:-,36.3:X:146148862-146148936:-]"
1	1	27	61	2193	A_25_P00014924	miRNA	[36.3:16:2080197-2080206:-]	hsa-miR-1225|MI0006311	[36.3:16:2080197-2080286:-]
1	1	27	62	2194	A_25_P00010795	miRNA	[36.3:X:73354952-73354968:-]	hsa-miR-421|MI0003685	[36.3:X:73354937-73355021:-]
1	1	27	63	2195	A_25_P00014884	miRNA	[36.3:X:49666003-49666018:+]	hsa-miR-502|MI0003186	[36.3:X:49665946-49666031:+]
1	1	27	64	2196	A_25_P00010405	miRNA	[36.3:15:29144590-29144609:-]	hsa-miR-211|MI0000287	[36.3:15:29144527-29144636:-]
1	1	27	65	2197	A_25_P00013238	miRNA	[36.3:7:129201773-129201788:-]	hsa-miR-96|MI0000098	[36.3:7:129201768-129201845:-]
1	1	27	66	2198	A_25_P00013166	miRNA	[36.3:X:133131423-133131443:-]	hsa-miR-19b-2|MI0000075	[36.3:X:133131367-133131462:-]
1	1	27	67	2199	A_25_P00013173	miRNA	[36.3:17:55273461-55273474:+]	hsa-miR-21|MI0000077	[36.3:17:55273409-55273480:+]
1	1	27	68	2200	A_25_P00012939	miRNA	[36.3:X:144884040-144884058:-]	hsa-miR-888|MI0005537	[36.3:X:144883994-144884070:-]
1	1	27	69	2201	hur_5_22	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	27	70	2202	A_25_P00013529	miRNA	[36.3:14:100576878-100576899:+]	hsa-miR-376a-1|MI0000784	[36.3:14:100576872-100576939:+]
1	1	27	71	2203	A_25_P00010788	miRNA	[36.3:14:100601699-100601717:+]	hsa-miR-369|MI0000777	[36.3:14:100601688-100601757:+]
1	1	27	72	2204	A_25_P00010701	miRNA	"[36.3:19:10789145-10789162:-,36.3:1:170380355-170380372:-]"	"hsa-miR-199a-1|MI0000242,hsa-miR-199a-2|MI0000281"	"[36.3:19:10789102-10789172:-,36.3:1:170380298-170380407:-]"
1	1	27	73	2205	A_25_P00011758	miRNA	[kshv:kshv|NC_003409.1:117729-117742:-]	kshv-miR-K12-12|MI0004987	[kshv:kshv|NC_003409.1:117674-117771:-]
1	1	27	75	2207	dmr_31a_18	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	27	76	2208	A_25_P00013480	miRNA	[36.3:7:99529561-99529574:-]	hsa-miR-106b|MI0000734	[36.3:7:99529552-99529633:-]
1	1	27	77	2209	A_25_P00014557	miRNA	[36.3:1:170374620-170374637:-]	hsa-miR-214|MI0000290	[36.3:1:170374561-170374670:-]
1	1	27	78	2210	NC2_00092197	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	27	79	2211	A_25_P00010138	miRNA	[36.3:14:22927651-22927669:-]	hsa-miR-208a|MI0000251	[36.3:14:22927645-22927715:-]
1	1	27	81	2213	A_25_P00013564	miRNA	[36.3:3:49032596-49032607:-]	hsa-miR-425|MI0001448	[36.3:3:49032585-49032671:-]
1	1	27	82	2214	A_25_P00013523	miRNA	[36.3:X:73423855-73423874:-]	hsa-miR-374a|MI0000782	[36.3:X:73423846-73423917:-]
1	1	28	1	2215	A_25_P00014860	miRNA	[36.3:1:1094301-1094319:+]	hsa-miR-429|MI0001641	[36.3:1:1094248-1094330:+]
1	1	28	3	2217	A_25_P00012177	miRNA	[36.3:16:68524552-68524566:+]	hsa-miR-140|MI0000456	[36.3:16:68524485-68524584:+]
1	1	28	4	2218	A_25_P00010399	miRNA	[36.3:9:72614767-72614786:-]	hsa-miR-204|MI0000284	[36.3:9:72614711-72614820:-]
1	1	28	5	2219	A_25_P00012019	miRNA	[36.3:9:21502157-21502172:-]	hsa-miR-31|MI0000089	[36.3:9:21502114-21502184:-]
1	1	28	6	2220	A_25_P00010989	miRNA	[36.3:7:99529130-99529147:-]	hsa-miR-25|MI0000082	[36.3:7:99529119-99529202:-]
1	1	28	7	2221	A_25_P00010612	miRNA	[36.3:13:90801331-90801349:+]	hsa-miR-20a|MI0000076	[36.3:13:90801320-90801390:+]
1	1	28	9	2223	A_25_P00010765	miRNA	[36.3:17:54569971-54569991:-]	hsa-miR-454|MI0003820	[36.3:17:54569901-54570015:-]
1	1	28	11	2225	A_25_P00013166	miRNA	[36.3:X:133131423-133131443:-]	hsa-miR-19b-2|MI0000075	[36.3:X:133131367-133131462:-]
1	1	28	12	2226	A_25_P00010843	miRNA	[36.3:19:13808409-13808425:-]	hsa-miR-23a|MI0000079	[36.3:19:13808401-13808473:-]
1	1	28	14	2228	A_25_P00011693	miRNA	[kshv:kshv|NC_003409.1:120360-120373:-]	kshv-miR-K12-7|MI0002479	[kshv:kshv|NC_003409.1:120355-120426:-]
1	1	28	15	2229	A_25_P00012487	miRNA	[36.3:9:20706155-20706174:+]	hsa-miR-491|MI0003126	[36.3:9:20706104-20706187:+]
1	1	28	16	2230	A_25_P00010914	miRNA	[36.3:10:29873954-29873970:-]	hsa-miR-604|MI0003617	[36.3:10:29873939-29874032:-]
1	1	28	17	2231	A_25_P00010595	miRNA	[36.3:9:116011555-116011571:+]	hsa-miR-455|MI0003513	[36.3:9:116011535-116011630:+]
1	1	28	18	2232	A_25_P00013096	miRNA	[36.3:1:117438805-117438821:+]	hsa-miR-942|MI0005767	[36.3:1:117438788-117438873:+]
1	1	28	20	2234	A_25_P00012505	miRNA	[36.3:14:100565779-100565792:+]	hsa-miR-494|MI0003134	[36.3:14:100565724-100565804:+]
1	1	28	21	2235	(-)3xSLv1	miRNA	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]	NOMATCH	[36.3:NOMATCH:NOMATCH-NOMATCH:NOMATCH]
1	1	28	22	2236	A_25_P00014841	miRNA	"[36.3:2:136139489-136139506:+,36.3:3:35761026-35761043:+]"	"hsa-miR-128-1|MI0000447,hsa-miR-128-2|MI0000727"	"[36.3:2:136139437-136139518:+,36.3:3:35760972-35761055:+]"
1	1	28	23	2237	A_25_P00013737	miRNA	[ebv:ebv|NC_007605.1:140040-140054:+]	ebv-miR-BART6|MI0003728	[ebv:ebv|NC_007605.1:140016-140107:+]
1	1	28	24	2238	A_25_P00010496	miRNA	[36.3:19:58903829-58903846:+]	hsa-miR-518c|MI0003159	[36.3:19:58903801-58903901:+]
1	1	28	25	2239	A_25_P00013729	miRNA	[ebv:ebv|NC_007605.1:152788-152806:+]	ebv-miR-BART2|MI0001068	[ebv:ebv|NC_007605.1:152745-152806:+]
1	1	28	26	2240	A_25_P00010632	miRNA	[36.3:4:334009-334026:+]	hsa-miR-571|MI0003578	[36.3:4:333946-334041:+]
1	1	28	27	2241	A_25_P00013558	miRNA	[36.3:7:129923240-129923260:+]	hsa-miR-335|MI0000816	[36.3:7:129923188-129923281:+]
1	1	28	28	2242	A_25_P00011675	miRNA	[hcmv:hcmv|NC_001347.5:197045-197056:+]	hcmv-miR-US5-1|MI0001682	[hcmv:hcmv|NC_001347.5:196994-197059:+]
1	1	28	29	2243	A_25_P00014822	miRNA	[36.3:9:21502157-21502173:-]	hsa-miR-31|MI0000089	[36.3:9:21502114-21502184:-]
1	1	28	30	2244	A_25_P00010699	miRNA	[36.3:9:130046883-130046903:-]	hsa-miR-199b|MI0000282	[36.3:9:130046821-130046930:-]
1	1	28	31	2245	A_25_P00012271	miRNA	[36.3:21:25868172-25868188:+]	hsa-miR-155|MI0000681	[36.3:21:25868163-25868227:+]
